sentimen,komentar
positive,yaampun artis bener bener good attitude layak panutan aja kuliah negri tp karna bakti suami pilih kuliah wilayah suami salut banget
positive,semangat batman username va support karna manusia salah tolong bahas pliis karna udah
positive,username y udh salam knl y mbk neng knl sm mbk sbagai manusia ingetiny sbagai manusia hrs tau jgn sombong yg digedein mentang dah jd artis hahay udh mbk cabut ja y dri komen d foto ni nnt jd korban dy sel
positive,keren yaaa sederhana pancar sukak sm keluarga presiden
positive,presiden embel gelar bangga
positive,proud of you indonesia god bless indonesia
positive,amazing bngt miss national costume kereenn bangga ama budaya indonesia
positive,bangga pasti
positive,proud of you kak dea patut bangga
positive,suka bgt sm pidatox dy pembawaanx bgtu elegan n brwibawah pntas mmg dy mdptkansalut
positive,percaya kak nik orang jujur semangat kak nik hebat
positive,usernamem mba gua jg ga benci nikmir salut ama ga muna artis maaf image aja dpan sok sok aniaya n jual air mata nikita real sygnya msyarakat cendrung yg yg superfisial
positive,cantik alami bedak tebel gaya bak tante
positive,cantik gagah mudah lancar dampe h
positive,cantik dongpenampilannya dewasa sesuai muka cantik indonesiaclassy ayu ayu gimana gitu
positive,lcb cantikk lcb untung dapet duren duren beuntung dpt neng lcb sakina mawaddah warahmah amin
positive,ganteng seragam ganteng panutan keluarga moga anak milik fisik elok mahluk allah ni
positive,untung banget deh mba username dapet mas username gantengbaiksholehsayang keluargaini suami idam bangetsemoga keluarga samawa
positive,smoga mas agus pimpin datangsalah pimpin yg sukses sukses dlm pimpin dlm rumah tangga
positive,dearbpk username cra berpakain bpk cermin pribadi bpk yg sngt lembut tpi gagah moga bpk username  kel dlm lindung allah swt salam hormat dri yg kagum bpk -
positive,sukses kak ayu moga senantiasa naung allah swt sehat amin
positive,smg sehat umur yah nek muda banget cantik mashaallahhh
positive,terimakasih username keluarga pilih plataran darmawangsa acara keluarga staff plataran darmawangsa kes tunggu datang keluarga sehat keluarga amin amin ya rabbi
positive,salam dirgantara terima kasih dukung sebar awareness kait program pesawat r80 moga momen emas titik bangkit industri pesawat terbang indonesia jaya eyang habibie yuk satu langkah terbang pesawat r80 langsung klik link bio yaaa
positive,semangat ya eyang habibie sehat dlm lindung allah ambisi kuat dlm kereeeennnnn moga bnyk turus bangsa sprti eyang habibie
positive,milik cucu kebahagian yg nilai cucu sbg generasi terus bangsa
positive,wahhh kerenn tempat bagus nostalgia bersmaa keluarga
positive,cantik ganteng sehat bu ani keluarga
positive,barakallah cucu yg cantik ganteng moga anak yg sholeh sholeha bangga kelg
positive,bu usernamecucu bikin hati gembirangangenikadang kangen ceria merekasalam kangen cucu cinta
positive,lucu ganteng parah gede pinternya ga ketulungan salam hormat bu
positive,terima kasih sby  ani yg tani beliau  kontribusi yg indonesia 10 memimpinsemoga bahagia  sehat selaluamin
positive,caption ibudan kali baca captionnya langsung ajar bahasa inggris terima kasih personal tdk kenal anie tp betapa bangga anak cucu didik generasi bangsa mandiri unggul sehat moga cinta kasih keluarga engkau tebar
positive,assalamualaikum hormat salam keluarga banda aceh bangga keluarga bahagia nya sikap etika perilaku keluarga sungguh bijaksana mas agus suami calon presiden beliau bangga salam hangat kenal keluarga ya bu darmanto rapi photo studio
positive,senang liat n bpk sby nikmat tua brsama cucu cinta sehat trs ya memo n pepo allah swt lindung memo n pepo n kel  kisss
positive,semangat mebangun indonesia yg maju jokowi
positive,artis kualitas wajah itulohhh kualitas bgt hihi cantik bangetsss top deh ga pake drama gimick idupnya hihi tajir tp sederhana
positive,mba via sptnya siyok kejam dunia artis an mudah tetep sabar tetep karya dg
positive,suka viaorg nya jujur kaga gimmickan hidupnyahitam ya hitamputih ya putihkl ngomong blakankl ngga suka dy ngomong jd ga puragw banget sihapa ga munafiksprti ajar ortu gwjangan suka senyum kepalsuanga kaya artis yg onoh noh yg mulut lebar kya gorongtukang ngibulmunfik bgt kl wartawan jg jawabnyaperilaku ama omong ga balance
positive,go a head via cuekin aja udah gaul dunia kerja masyarakat gaul ertong yg gatel bin sirik klo liat orang sukses anggep aja kuman gak bikin status neng bahan ngetawain nggak
positive,gagah kali abang borisq klo gk bc nmx bner gk ngeh klo it bang bor
positive,weewww bangga kali ak liat bang username pake baju adat karo syip
positive,bagus banget baju anti happy weding
positive,masyaallah bagus banget
positive,gileee suaraaanyaa kereen parah sukak
positive,keren dr nyanyi asli
positive,kereeeeeeeeeeeeeeennn sampe merinding brrrrr
positive,yatuhan suaranyaaaaaaa bagus bangetttttttt
positive,keren suara super merdu coba audisi nyanyi bakat bs salur
positive,bagus drpd artis yg modal tampang doang pdhl suara jelek mending mas yg nyanyi emg dasar nasib org yak gk yg tau moga mas sukses
positive,dgrin sampe bulu kuduk saking bgusnya masyaallah apik bgt suara
positive,subhanallah getar hati dengar suara nya
positive,allah suara bagus banget cantik orang idam cowo
positive,bagusss suara tampil sesuai anak sekolah natural sesuai usia nya
positive,kerennnn suara bagus
positive,cantik polos liat bakat moga udah tenar gek selebgram ga kaya si mba novilda ya dek yg hilang arah tetap beginijangan cepat tumbuh dewasa asah bakat allah bless you both
positive,bagus iniii ga kaya yg pingin kenal rambut alusin dlu muka makeup dl biar kamera keren hahaha kl bnr bnr liat lg lelah abis pulang sekolah
positive,ulang kali kali sampet gak percaya klo suara asli bagus bgt
positive,alhamdulillah kidz zaman niw yg karya wajar umur yg sok gede
positive,aduhh kerennnn suara enak nge jazz gimanaa gtu muka mah aja ntr klo udh tenar muka ikut hahahahahaha skill dlu nomer 1 batu abege jaman now
positive,kereeen nihenak bgt didengernyagak bosen puter ulangdaripada yg lipsing gajelas joget gtu
positive,waduuhhhkereeen bangeeet dedek emeesh
positive,klo sih yes bingitscoba ya seandaix anak video sprt gin video kreativ bagus dripda video mesumatau ngelem dll yg bau negativ bikin dosa maluin ortu
positive,bagussss dandan natural ga permak kayak anak jaman now
positive,kereeeeennnn nyanyi santai banget
positive,polosssskerenga neko kayaknyajossss
positive,yesssssss bagus bgt kids jaman now yg yg diksh jempolllll
positive,wajah anak skul bgt yaakk mase alami bgt suka liat lagu ma suara keren palg yg pake bando suara mantap
positive,keren suara dasar cantik tinggal poles dikit sinar
positive,bagi suara pas bngetpecah suara jg cakep
positive,keren bgt suaranyatinggal permak aja biar tmbh cantikviralkann
positive,kereeeennnnnn suaranyaaahh okkeehh ketjeeehh badaaiik ughllaaaallaa
positive,yes yes yeskirain lypsinc habis sih suaranyaeh pas dua nyanyi bareng ngeh aslikereennn
positive,keren yg bakat ntar jg klo udah jd artis duit muka cemerlang
positive,keren min orang yg bakat kaya gin yg up publik
positive,kereeen bgt suara kyk gin kids jaman now
positive,mrinding bagus poll d jaga ya dek polos jng smpek kyk si aw dkk
positive,kereenn sumpaah banget bagus
positive,ya ampun lakikny ganteng rini nya cantik mungil skrg
positive,suami swett liat syg bgt ma istri ganteng haaaaaaa so swett smg langgeng sllu
positive,mbak rini hamil ya selamat ya mbak moga kandung sehat aja  mbak rini bahagia hamil moga lancar proses salin
positive,kasi anak jgn sampek anak rusak jugak kek emaknya yaa
positive,kalo pasang cantik ganteng suka deh liat
positive,hamil selamat ya mbak sandra moga hamil sehat fit moga lancar prosesi salin udah calon nih
positive,ikut happysukakkk bgt sm nih couplesalah pasang sempurna gw
positive,lihat infotainment nikah wkt siap jelang nikah sandra dewi bilang klo calon suami ken banget cepat anak hbs meni krn suka anak sdh prepare program yg laku klo dlm wkt blm kasih anak but finallycongratssemoga lancar sehat trs sampe lahir
positive,keluarga ter-humble ter-sempurna ter-sederhana engga sok kaya ga pnah manja pake pesawat jet pribadi kayak yg
positive,bunda maia cantik moga slalu sukses sehat trs ya cantik wajah cantik hati
positive,artis yg gue kaguminn nikah muda ga neko syg keluarga syg suami utama anak ga puyeng ama dunia hibur artisann tajirrr mampuss plus ga alayy ga aneh salutt ama niaa smiga slalu samawa yaa nia and famzz
positive,username iya sih jujur fans nia aja pas tenar banget sinteronnya aja urus keluarga salut ama muda ya itungannya beda -3 t
positive,smnjk hbs nikah aura keluarr bgt suami jg kliatan syg nia nya kliatan gt tulusss sukak deh liat
positive,mngkin s mba nya marah krna ad yg ga enk dr yg komenwajar kl marahtoh it foto aj ko mba nya yg d bullysampe bawa fisik sgala ga bgus pinter mnyikapi medsos
positive,cantik banget yak anak cewe puyeng kali yak jagain nya
positive,username iya mba ariel gak ganteng ariel kharisma yg tarik udah tua skrang keriput wajah ttp aja kharisma nya lelaki liat pancar bukti mama tante gila ariel sa
positive,manusia harga kalo tulis yg tulis guna sakit hati orang ya tulis guna sosmed smart ya guys
positive,kalo liat username gaya apa ttp kliatan bagus suka lgu nya sukses trus kak
positive,bangat emasnyajadi salpok diemasnyatp sumpah lagu music nya keren bngatapalagi konsep mv nya ambil handelkan keren sayakalo denada taro kutang luar krn minim perestasitp kalo agnes wajarprestasi dunia fashion kalo artis indonesia unggulkrn berani gak cocok pake
positive,coba deh kritik bikin karya tau bagus kritik
positive,protes sihyang protes coba usaha dehjangan usaha pendek yabutuh go internationaljangan protesklau ken ya kaliam go international
positive,keren ga suka ma agnes tp suka ma lagu n jd suka jg ma y nyanyi santai lagu tp asyik
positive,bandingin lagu go internasional ngena gue seru enak didenger tumben agnes gak bumbu indonesia kaya batik gtu
positive,keren mba mba superman wkwkwk
positive,sumpah gua suka bgt lagu yg asik bgt dengernyaa
positive,enak banget mak lagu album suka yg inih sm beautiful mistake
positive,mantap gw suka bngt ama agneskarena dy artis yg talenta kaya dy ga pamer ky artis ygblaingw suka dy ga pamerkeren bngt
positive,enakk musik nyaa lagi lhatt ka agnes nyaa dance kaya nyaa nyamaann enakk bgt tuh kayaa nyaa
positive,asik bgts dancenyaapa lg lagu mancappppp
positive,ganteng banget aura kenceng banget  diragukansemoga langgeng mami
positive,mami depe cantik banget awet muda ngga kalah sm nyanyi datang moga samawa username
positive,ganteng yesss mami cuco deh babang moga langgeng ya unchhh lope mami
positive,mbak dewi sabar keliahatannya keren moga langgeng
positive,pasang hidup ijk salut sih mami depe ga matre n neko yg single n cocok doi ajak rit ga kyk tetangga sblh saking matrenya suami org embat jg
positive,duda singgel ngak yg laki jaman setia tani dunia akhirat amin good luck dewi persil sehat slalu dlm karya
positive,muantepp gantengselamat tempuh hidup mg langgeng rumah tanggax bhagia n selladem ayem
positive,mb depe langgeng yo karo masnymb ibu ngefans bgt sm mb depe dri mb sm mas saiful dlu smpe blng jdi pembntuny gapapala ktnypgn bgt ktmu mb depe ibu dijambi mb
positive,dengar yg sakit hati tenang jalanin aja pilih andah bahagia hati maju trus sukses pasang mu
positive,cakepganteng pacar dewi persikudah aja jgn ganti lg yaa dewi
positive,untung bella orang fokus ama komen laki coba kalo ngga model baju diceramahin ama netizen
positive,pasang suami istri yg normal romantisme istri yg tau ga umbar tp jaga yg suka umbar mesra iti banyak tutup nyata yg
positive,naksir ama cewek kyanya lembut banget kya bolu
positive,cewex cntik cowox mmmmhh hehe
positive,cewenya cantikk the power of tajir
positive,alhamdulillah ganteng babang emran ya username
positive,alhamdulillah username gak yg engku emran masyaallah ganteng anteng sabar sholeh nyanyang senyum cute baper dech
positive,cantik manis cewe nya cocok aja
positive,cewenya manis cakep yg skrg dr yg kmrn ga jd
positive,yg lbh cantik sih hebat jg ni lakik ciwik nya cakep lho
positive,moga klo sma yg mhklo bella mh udah dapet yg pas
positive,moga ga putus ya ka bella udah bahagia banget tuh ga malu
positive,yaampun cantiikk bangett asli angguunn
positive,username euum tuju sekaliii emang cantik wow baik pelihara hehe
positive,cantiik senyum maudy kusnaedi
positive,kisah jevin radhini rini gue jd ajar 1 jodoh jalan gue ngikutin dr gue nonton pas live the remix jevin ngomong pacar nonton nunjuk radhini gue jg nntn pas jevin luk radhini erat bgt backstage stlh lolos final liat jevin anak gentle tulus sayang allah maha pembolak-balik hati mei 15 jevin radhini pcrn sept 15 jevin rini dipasangin the remix des 15 final the remix jan 16 jevin radhini putus feb 16 jevin rini pcrn april 16 jevin ngelamar rini feb 17 jevin rini tunang mei 17 jevin rini nikah allah works in many ways allahs plan is better than our plan jevin yg dulunya berfikiran nikah umur 30 sangka umur 5 dlm pcrn udah ngajakin anak orang nikah ah happy wedding soundwave bahagia
positive,arti jodohini bilang jodohcantik lahir batin kl ga jodoh pisah baik
positive,pingkan ni suara enak banget bindeng gimana gt cir khas gw merem denger suara gw udh langsung tauk
positive,hati buat ya mbaa gigi hati luarbiasanya ajah sampe benci cobaa sebutin heternya mbaa salah mba gigi laku duhh ajah sukak sifatnyaaaaaaaaaaa
positive,suka banget banget nih ni artis gak neko neko lahir 1996
positive,alhamdulillahhh ngepost ayangnya ibel biarin deh damai isi dunia sdh pasang engga lg bilang ibel pho happy bday ibel
positive,kakak murid msh ngajar sekolah internasional mihil anak cantik si bpk ramah bngt sepupu sekolah yg yg uang masuk aja 70 jtan lbh siswa g tau skrg brp
positive,username ka bella sholehah hasil cantik allah kasih jodoh
positive,mbak bela nikah dasar dasar agama mbak yg utama ya biar laki dpt yg laki yg kaya raya yg nikahin mbak
positive,duh geulis kitu tinggal yg duuuhhhh hahaha jodoh allah kasih yg teeeh
positive,bu ameeel udah ga bankkangen bu amel yg cantikramahbaik ama kangen tenteng hihiii nanya si mba bu amelnya pindah rumah lg hamil sehat yaa bu amelsalam annabel
positive,ambil positif aja mbak oma nan jalan mbak bilang gimana nggak oma langsung cerai udah pilih hidup gimana doa moga langgeng meni ibadah heheu username
positive,alesha arti nama lindung allahaamiin yra ya nak
positive,moga anak nya bsok pas bangun langsung jd dewasa biar jodoh gede ntar cakep kek kakak fahri
positive,min mnta doa jg mudah lancar selamat lahir mei aamiin
positive,waaah hamil cantik cew kali yeee debay nya
positive,mba acha cantik banget banget banget calon yg blm d kasih momong sm allah smoga segera ya
positive,gemulai momo bak putri keraton jawa moga satu maut yg pisah gbu
positive,asa kaya manggung kk username moga lancar cepat momong biar princess momo gak prince
positive,waaahhh sm dokter sigit ya dokter the best banget banget humble orgnya recomend banget yg program hamil
positive,ashanti bunda the best slalu bain support anak mskipun bkn ank kndung
positive,smua orng hak apa yg suka g mrugikan ornglain aurel dandan natural hak aurel pinter banget dandan kliatan cantiiik banget
positive,untung si aurel dpt sambung kaya ashanti username
positive,salut ma bunda username mskipun sambung tpi sellu jdi org yg plingbdpan mmbela aurel n azriel dri pra hatters
positive,keren ya ashanty segitu sayang anak nyapadahal anak kandung kandung aja blm orang hati kek bidadari tv tv untung banget aurel azriel tiri
positive,salut bunda username slalu yg trdpan lindung ankyhmngalahin kandung sndri yg cma diam ajjbt aurel pa yg slah pd dya jga manusia cipta allah klau dya lbh sgla yh dri yg suka nyinyiir mslh pnampilan brarti dh nasib tuuh orang g bsa sprti aurel yg lbh baek n bgs dri yg nyinyiiir
positive,tiri hebat ntr paling klo dah 0an awat skrg msh muda kasi klo paksa awat cm ya tutup mata tutup kuping skrg mah
positive,username aurel cantik tau liat asli nya org sirik yg jelek jelek muka tente cantik muda aurel aurel foto nampak putib bilang suntik putih hitam bilang gk ra
positive,username astagfirullah mbak tolong ucap jaga ya allah cipta manusia sempurna mbak ngomongnya kayak gitu aurel cantik wajar manusia kurang mbak ashanti wajar bain anak caper ya mbak sia
positive,aurel perempuan hebat bgt jadi zaman pipi mimi ny  depan mata ga anak bs strong kyk yg nyinyir iri krn aurel bs keluarga bahagia kyk skrg yg blg bunda ash lebay blm anak hati sayangkm jg perempuan jd bayangin anak yg jd korban bully
positive,ganteng klo ga salah managernya moga d lancar yaa
positive,muka insya allah jodoh dunia akhirat mbk username amiiii
positive,cantik banggeett ya kak depe gk liat loh klo dy nikah msh gadis wajah nya cantik moga lancar h kak depe bahagia dunia akhirat aammiinnn
positive,dadddd moga dateng yaaa  papa luar moga sehat  saksi anak meni aamiin
positive,moga lancar nikah ayah lekas temu sehat apa
positive,moga aja nikah lancar y mb jgn larut sedih kl tiri gak yg kandung sj alas anak kandung larang sj udah balik istri pertama kl sibapak berrti cerita yaa
positive,yea polisi pinter hahahaha langsung belok sim nembak gatau rambu surat perintah yaelah lu pikir rumah lu geledah
positive,nikah baguass deh smoga kelak jd kluarga yg samawa
positive,lucu suara kak abbey cantik kayak orang nya haru
positive,ketemu mba artika sari disesemall jakartaampunnn ayuneemana semampaimurah senyummmcakep pis
positive,bener pepatah yess buah jatuh gak pohon nya cantik nya dapet mama suara bagus pinter nyanyi darah seni papa nya  calon generasi hebat
positive,bahagia anak cantik bakat syukur bnr titip indah
positive,moga sehat rezeki yg berlimpaah
positive,moga sehat murah rejekinya ya
positive,pria setia kerja keras tdk malu pilih cari nafkah kebalikanbeda bgt kenal mentang ganteng milih nganggur ketimbang jd ojol udh gitu istri diselingkuhin kalo mau
positive,doa istri anak serta bang lelaki yg tanggung karna kalo laki tanggung otomatis sayang dgn anak istri beda dgn sayang yg tanggung
positive,ya allah bahagia gak dgn yg mewah sederhana aj deh bahagia komunikasi dgn keluarga
positive,cari rejeki utk keluarga yg tdk kenan tolong keras
positive,salut banting tulang hidup keluargayg duduk bangku empukpakai ac merampokyg milih rakyat jelata
positive,amin smg lancar n mudah rejeki nya jd inget suami sy jg gojek srg nlp nanyain anak istri nya udah mkn blm pdhl mgkn sempet mkn ngga hujan n panas tp ga penh keluh sempat komunikasi n ttp keep in touch sibuk bangga n ttp juang y ms gojek krn anak n istri doa yg baik
positive,respect istri n anak nya yg tunggu sabar rumah insya allah allah swt jaga nya
positive,laki beneran juang unt anak istri bahagia istri insyaallah dunia rejeki yg ga sangka akherat surga kelak amiin
positive,bangga suami yg istri sela apa profesi kau juara sehat gojek moga lacar rejekimu amiiin
positive,apaoun kerja yg halal u tuk nafkah keluarga semangat
positive,gojek mayoritas pegangguran gak kerja trus putus asaa tibatiba lapang kerja gak pake ijasah sungguh lapang kerja bantu
positive,username asli cantik ayu loh mbak krn temu langsung sembak ramah sombong mantan yg hhe maaf nimbrung kalo makeup natural krn sembak tonjol wa
positive,username suami umur mba tua alhamdulillah suami gak kekanak kana hehe
positive,keren banget foto
positive,suka banget gaya
positive,foto bikin mood bagus terimakasih
positive,wow cantik ga ketulungan
positive,senyum loh penuh bahagia
positive,foto
positive,kreatif banget suka deh
positive,inspiratif moga keren
positive,suka banget captionnya
positive,mata loh bikin melting
positive,beneran foto lukis keren parah
positive,hari cerah
positive,sumpah foto keren abis
positive,suka gaya fashionmu keren banget
positive,warna foto senang mata
positive,pose tuh pas
positive,gak bayang deh foto kece
positive,inspirasi banget terimakasih
positive,keren sih
positive,terimakasih udah bagi momen indah
positive,moga hari ceria foto
positive,seniman sejati
positive,aduh suka banget gaya rambut
positive,foto beneran bikin mood
positive,wajah loh gak nandingin
positive,gaya kece nggak gagal
positive,keren aja foto
positive,talenta karya
positive,warna kulit tuh alami banget cantik
positive,suka banget filter pake
positive,foto beneran bikin senyum
positive,gak bosan deh liat foto fresh
positive,pandang mata loh kayak bikin jatuh hati
positive,tuh bener-bener bakat fotografi
positive,postinganmu tunggu
positive,sih keren
positive,kayak bikin seni aja deh
positive,aduh keren banget sih gak kata
positive,emang jago banget pilih angle foto
positive,foto tuh beneran instagramable
positive,pas banget captionnya ngena banget
positive,tuh kalo liat foto ken ajar foto
positive,gak bayang deh kreatif
positive,emang uni keren
positive,senyum lho daya tarik
positive,mampu bikin orang senang
positive,terimakasih udah bagi bahagia
positive,postinganmu bener-bener hits
positive,suka banget pilih warna matching banget
positive,foto sukses bikin jatuh cinta
positive,kayak beneran hidup dunia dongeng ya
positive,keren banget gak bayang deh gimana
positive,warna langit loh indah banget
positive,foto beneran mood booster
positive,pose tuh natural suka
positive,gak kata keren banget
positive,senyum lho bikin hati adem
positive,suka banget konsep foto
positive,beneran foto impi
positive,foto seni
positive,cantik nggak ketulungan beneran
positive,emang talenta
positive,kreatif banget sih suka deh
positive,pose pas banget gak salah
positive,gak kata deh keren
positive,detail loh bikin foto istimewa
positive,foto kaya asa surga cantik banget
positive,wajah loh gak tandingin
positive,tuh kaya beneran model profesional
positive,terimakasih udah bikin hari warna
positive,gak kecewa liat postinganmu
positive,keren banget gak bayang deh gimana proses
positive,suka banget gaya pakai kece
positive,terimakasih udah inspiratif
positive,foto sukses ken kesana
positive,pose loh hasil curi perhati
positive,emang bener-bener pinter foto
positive,suka banget tema foto kreatif banget
positive,beneran masterpiece keren abis
positive,warna foto tuh bener-bener matching
positive,gak henti ngeliatin foto keren banget
positive,senyum lho bikin hari cerah
positive,foto beneran mood booster makasih ya
positive,kayak bikin indah aja deh
positive,gak heran sih foto pusat perhati
positive,pose lho on point
positive,foto karya seni hidup
positive,aduh serius deh bikin ken teman
positive,foto bikin ken kreatif
positive,warna foto tuh beneran eye-catching
positive,bikin iri deh foto kece usaha
positive,bakat istimewa potret
positive,foto kayak cover majalah fashion
positive,senyum lho bikin senyum
positive,gak bayang deh talenta
positive,postinganmu tuh bikin inspirasi
positive,wajah loh gak nandingin
positive,pose tuh natural gak paksa
positive,foto beneran bikin kagum mampu
positive,terimakasih udah bagi indah foto
negative,komentar
negative,foto jelek banget nggak masuk akal
negative,pose bikin miris liat
negative,gak nyambung caption foto
negative,bikin pusing aja liat foto gak seni
negative,mending gak di-post foto jelek
negative,gaya lho aneh banget
negative,bikin senyum bikin males liat
negative,nggak banget nggak tau deh di-post
negative,filter aneh banget bikin wajah kayak hantu
negative,gak bayang liat foto jelek
negative,bener-bener gak selera fotografi
negative,alay foto gak masuk akal
negative,muka kayak gitu bikin ngeri
negative,foto bikin mata gatal ya gak nyaman liat
negative,gak ngerti deh pikir moto
negative,gak bayang deh suka foto aneh
negative,captionnya ngenes banget foto ngenes
negative,wajah lho bikin gak mood
negative,hate sih beneran gak bagus
negative,foto seni rupa gak ngerti deh maksud
negative,bikin mual aja liat foto gak estetik
negative,gak tau deh bilang fotogenik
negative,pose bikin kesel liat gak keren
negative,mending ajar deh motret bener
negative,kerja banget sih posting foto
negative,beneran foto iseng doang
negative,wajah lho gak istimewa
negative,malu sih ngeliatin orang liat foto jelek
negative,sih bikin foto jelek
negative,keren gak keren aneh
negative,foto bikin gak mood serius deh
negative,tuh kayak gak bakat fotografi
negative,fotografi cacat sembarang
negative,gak tau deh foto rekayasa visual
negative,bikin bingung aja pikir moto
negative,pose aneh banget gak tau malu ya
negative,filter bikin wajah kayak alien rem
negative,jealous beneran jelek
negative,foto bikin orang ilfil liat
negative,wajah kayak gak sehat ya gak segar
negative,foto bikin gak nyaman lihat jujur aja
negative,harap like foto jelek
negative,pose tuh gak cocok siapa
negative,bikin gak mood aja liat foto nggak banget
negative,beneran gak taste
negative,jahat gak bagus
negative,gak tau deh foto iseng
negative,nggak layak di-like gak estetik
negative,gak tau deh ngeliatin foto aneh
negative,foto bikin gak mood hari penuh
negative,gak spesial foto aja
negative,bikin gak mood aja diomongin
negative,kayak cocok hapus akun
negative,foto gak kreatif bikin sebel aja
negative,wajah lho gak istimewa
negative,nge-hate sih emang jelek banget
negative,foto gak masuk akal
negative,bikin kesel liat gak ngerti deh maksud
negative,kayak foto meme ya
negative,pose bikin aneh gak keren
negative,mending ajar deh motret bener
negative,iri emang jelek
negative,gak di-post foto gak nyambung
negative,foto jelek bikin bingung
negative,fotografi kayak celaka visual
negative,gak tau deh foto iseng doang
negative,gak banget bikin gak mood aja
negative,foto gak masuk akal gak tau deh
negative,pose lho gak nyambung
negative,seni cacat sembarang
negative,jealous sih emang gak bagus
negative,sih suka nge-post foto jelek
negative,foto kayak diposting deh
negative,pose tuh gak pas apa
negative,gak banget deh foto nggak nyambung
negative,gak tau deh ngeliatin foto aneh
negative,jelek-jelekin beneran nggak bagus
negative,foto bikin bingung gak tau deh maksud
negative,bikin gak mood aja gak tau deh pikir
negative,pose tuh gak enak bikin ngilu
negative,wajah kayak gak ceria ya gak nyambung caption
negative,foto hasil celaka
negative,gak di-post foto gak enak pandang
negative,filter bikin wajah aneh banget rem
negative,gak tau deh salah foto buruk lihat
negative,foto gak banget bikin ngeri liat
negative,pose bikin heran gak matching
negative,wajah liat capek banget bikin down mood
negative,foto cocok bahan meme deh nggak serius banget
negative,kayak gak paham konsep fotografi ya
negative,bikin bingung aja sih suka motoin aneh
negative,pose tuh bikin wajah liat aneh
negative,heran gak like foto jelek kayak gin
negative,jelek-jelekin emang bikin gak enak aja liat
negative,gak ngerti deh foto bikin gak nyaman
negative,pose lho gak ngertiin
negative,foto gak layak pajang timeline siapa
negative,emang sih orang selera beneran nggak bagus
negative,karya seni kayak bahan canda
positive,semangat ya
